DateTime,name,value
2019-03-12T00:00:00.0,1951,1604.9586076566666
2019-03-12T01:00:00.0,1951,1577.3063277833335
2019-03-12T02:00:00.0,1951,1559.6671731499996
2019-03-12T03:00:00.0,1951,1556.920615
2019-03-12T04:00:00.0,1951,1562.7173494933336
2019-03-12T05:00:00.0,1951,1632.5289366666668
2019-03-12T06:00:00.0,1951,1726.6154723900006
2019-03-12T07:00:00.0,1951,1669.6337162066668
2019-03-12T08:00:00.0,1951,1545.4543174633325
2019-03-12T09:00:00.0,1951,1450.4041856000001
2019-03-12T10:00:00.0,1951,1390.3142300000002
2019-03-12T11:00:00.0,1951,1281.8500668799998
2019-03-12T12:00:00.0,1951,1264.7507207199997
2019-03-12T13:00:00.0,1951,1250.1462553999995
2019-03-12T14:00:00.0,1951,1278.4186700000005
2019-03-12T15:00:00.0,1951,1278.4186700000005
2019-03-12T16:00:00.0,1951,1403.8743699999995
2019-03-12T17:00:00.0,1951,1559.6671731499996
2019-03-12T18:00:00.0,1951,1716.8734766666676
2019-03-12T19:00:00.0,1951,1731.4356759800003
2019-03-12T20:00:00.0,1951,1728.3484024999996
2019-03-12T21:00:00.0,1951,1677.5991759900025
2019-03-12T22:00:00.0,1951,1644.0125099999996
2019-03-12T23:00:00.0,1951,1592.1991058400006
2019-03-13T00:00:00.0,1951,1564.814548999999
2019-03-13T01:00:00.0,1951,1550.217276666667
2019-03-13T02:00:00.0,1951,1543.7779466666668
2019-03-13T03:00:00.0,1951,1543.5660383200004
2019-03-13T04:00:00.0,1951,1545.14987898
2019-03-13T05:00:00.0,1951,1576.7589566666677
2019-03-13T06:00:00.0,1951,1643.0564575666667
2019-03-13T07:00:00.0,1951,1556.555825633333
2019-03-13T08:00:00.0,1951,1405.4627225000002
2019-03-13T09:00:00.0,1951,1272.9763984
2019-03-13T10:00:00.0,1951,1226.2014848266667
2019-03-13T11:00:00.0,1951,1190.1390719333322
2019-03-13T12:00:00.0,1951,1188.11367105
2019-03-13T13:00:00.0,1951,1146.1043850000003
2019-03-13T14:00:00.0,1951,1118.4942044999993
2019-03-13T15:00:00.0,1951,1190.1390719333322
2019-03-13T16:00:00.0,1951,1379.2039651666657
2019-03-13T17:00:00.0,1951,1550.217276666667
2019-03-13T18:00:00.0,1951,1716.873463999999
2019-03-13T19:00:00.0,1951,1731.43567598
2019-03-13T20:00:00.0,1951,1734.6722552200004
2019-03-13T21:00:00.0,1951,1723.59760952
2019-03-13T22:00:00.0,1951,1669.6337162066668
2019-03-13T23:00:00.0,1951,1620.6800481299997
2019-03-14T00:00:00.0,1951,1586.7425901333336
2019-03-14T01:00:00.0,1951,1576.758956666667
2019-03-14T02:00:00.0,1951,1569.235188066667
2019-03-14T03:00:00.0,1951,1583.8859626400001
2019-03-14T04:00:00.0,1951,1613.5518545233333
2019-03-14T05:00:00.0,1951,1710.8373880000001
2019-03-14T06:00:00.0,1951,1797.41797
2019-03-14T07:00:00.0,1951,1632.5289366666668
2019-03-14T08:00:00.0,1951,1498.615146816666
2019-03-14T09:00:00.0,1951,1367.6120471000033
2019-03-14T10:00:00.0,1951,1263.2559670000012
2019-03-14T11:00:00.0,1951,1228.7473682500006
2019-03-14T12:00:00.0,1951,1207.1253515000017
2019-03-14T13:00:00.0,1951,1190.1390719333322
2019-03-14T14:00:00.0,1951,1228.7473682500006
2019-03-14T15:00:00.0,1951,1338.5305208333343
2019-03-14T16:00:00.0,1951,1403.8743699999995
2019-03-14T17:00:00.0,1951,1581.6728202
2019-03-14T18:00:00.0,1951,1774.0140574899992
2019-03-14T19:00:00.0,1951,1807.2790083599998
2019-03-14T20:00:00.0,1951,1797.4179699999995
2019-03-14T21:00:00.0,1951,1728.3484025000002
2019-03-14T22:00:00.0,1951,1669.6337162066668
2019-03-14T23:00:00.0,1951,1632.5289366666668
2019-03-15T00:00:00.0,1951,1592.1991058399997
2019-03-15T01:00:00.0,1951,1589.6538499999995
2019-03-15T02:00:00.0,1951,1579.0041004319999
2019-03-15T03:00:00.0,1951,1572.7440454000005
2019-03-15T04:00:00.0,1951,1590.069954479999
2019-03-15T05:00:00.0,1951,1655.7749107466673
2019-03-15T06:00:00.0,1951,1728.9228900000003
2019-03-15T07:00:00.0,1951,1626.3071579999996
2019-03-15T08:00:00.0,1951,1496.8106180000004
2019-03-15T09:00:00.0,1951,1389.432128166669
2019-03-15T10:00:00.0,1951,1239.02840689
2019-03-15T11:00:00.0,1951,1190.1390719333322
2019-03-15T12:00:00.0,1951,1190.1390719333322
2019-03-15T13:00:00.0,1951,1190.1390719333322
2019-03-15T14:00:00.0,1951,1207.1253515000017
2019-03-15T15:00:00.0,1951,1301.9719276666679
2019-03-15T16:00:00.0,1951,1433.4408361199999
2019-03-15T17:00:00.0,1951,1566.9869686333334
2019-03-15T18:00:00.0,1951,1728.3673749599993
2019-03-15T19:00:00.0,1951,1796.74336848
2019-03-15T20:00:00.0,1951,1761.7760484799999
2019-03-15T21:00:00.0,1951,1726.5878100000004
2019-03-15T22:00:00.0,1951,1675.8371654466657
2019-03-15T23:00:00.0,1951,1632.5289366666668
2019-03-16T00:00:00.0,1951,1602.079812864
2019-03-16T01:00:00.0,1951,1591.7988129999997
2019-03-16T02:00:00.0,1951,1586.7425901333336
2019-03-16T03:00:00.0,1951,1586.7425901333334
2019-03-16T04:00:00.0,1951,1590.069954479999
2019-03-16T05:00:00.0,1951,1632.5289366666668
2019-03-16T06:00:00.0,1951,1652.7867621600005
2019-03-16T07:00:00.0,1951,1555.4022210600008
2019-03-16T08:00:00.0,1951,1403.8743699999995
2019-03-16T09:00:00.0,1951,1223.9262776666665
2019-03-16T10:00:00.0,1951,1107.5568045333337
2019-03-16T11:00:00.0,1951,1042.2093397999997
2019-03-16T12:00:00.0,1951,1042.2093397999997
2019-03-16T13:00:00.0,1951,1083.7893881333334
2019-03-16T14:00:00.0,1951,1131.7808245500003
2019-03-16T15:00:00.0,1951,1226.5158952800002
2019-03-16T16:00:00.0,1951,1393.7936675133335
2019-03-16T17:00:00.0,1951,1559.6671731499996
2019-03-16T18:00:00.0,1951,1724.4610969400003
2019-03-16T19:00:00.0,1951,1750.9087835700004
2019-03-16T20:00:00.0,1951,1731.1449501599996
2019-03-16T21:00:00.0,1951,1719.6867827999986
2019-03-16T22:00:00.0,1951,1652.7867621600012
2019-03-16T23:00:00.0,1951,1618.1127920133333
2019-03-17T00:00:00.0,1951,1592.3717326999993
2019-03-17T01:00:00.0,1951,1589.2075607400027
2019-03-17T02:00:00.0,1951,1580.3695267999994
